coo: 43.00417_-81.275146,E 00:00:00,E 01:00:00,E 02:00:00,E 03:00:00,E 04:00:00,E 05:00:00,E 06:00:00,E 07:00:00,E 08:00:00,E 09:00:00,E 10:00:00,E 11:00:00,E 12:00:00,E 13:00:00,E 14:00:00,E 15:00:00,E 16:00:00,E 17:00:00,E 18:00:00,E 19:00:00,E 20:00:00,E 21:00:00,E 22:00:00,E 23:00:00
1/1/2020,0,0,0,0,0,0,0,0,90.28,81.57,74.33,69.09,66.33,66.4,69.27,74.62,81.94,90.71,0,0,0,0,0,0
1/2/2020,0,0,0,0,0,0,0,0,90.29,81.56,74.31,69.04,66.26,66.3,69.16,74.5,81.8,90.57,0,0,0,0,0,0
1/3/2020,0,0,0,0,0,0,0,0,90.3,81.55,74.27,68.98,66.18,66.2,69.04,74.36,81.66,90.43,0,0,0,0,0,0
1/4/2020,0,0,0,0,0,0,0,0,90.3,81.53,74.23,68.91,66.09,66.09,68.91,74.22,81.52,90.28,0,0,0,0,0,0
1/5/2020,0,0,0,0,0,0,0,0,90.29,81.51,74.18,68.84,65.99,65.97,68.77,74.08,81.37,90.13,0,0,0,0,0,0
1/6/2020,0,0,0,0,0,0,0,0,90.27,81.47,74.13,68.76,65.89,65.84,68.63,73.93,81.22,89.98,0,0,0,0,0,0
1/7/2020,0,0,0,0,0,0,0,0,90.25,81.43,74.07,68.68,65.77,65.71,68.48,73.77,81.06,89.82,0,0,0,0,0,0
1/8/2020,0,0,0,0,0,0,0,0,90.22,81.39,74,68.58,65.65,65.57,68.33,73.61,80.89,89.65,0,0,0,0,0,0
1/9/2020,0,0,0,0,0,0,0,0,90.19,81.33,73.92,68.48,65.53,65.42,68.17,73.44,80.72,89.48,0,0,0,0,0,0
1/10/2020,0,0,0,0,0,0,0,0,90.15,81.27,73.84,68.37,65.39,65.27,68,73.27,80.55,89.31,0,0,0,0,0,0
1/11/2020,0,0,0,0,0,0,0,0,90.1,81.21,73.75,68.26,65.25,65.1,67.83,73.09,80.37,89.14,0,0,0,0,0,0
1/12/2020,0,0,0,0,0,0,0,0,90.04,81.13,73.65,68.13,65.11,64.94,67.65,72.9,80.18,88.96,0,0,0,0,0,0
1/13/2020,0,0,0,0,0,0,0,0,89.98,81.05,73.55,68,64.95,64.76,67.46,72.72,80,88.77,0,0,0,0,0,0
1/14/2020,0,0,0,0,0,0,0,0,89.92,80.96,73.44,67.87,64.79,64.58,67.27,72.52,79.81,88.58,0,0,0,0,0,0
1/15/2020,0,0,0,0,0,0,0,0,89.84,80.87,73.32,67.72,64.62,64.39,67.07,72.32,79.61,88.39,0,0,0,0,0,0
1/16/2020,0,0,0,0,0,0,0,0,89.76,80.77,73.19,67.57,64.44,64.2,66.87,72.12,79.41,88.2,0,0,0,0,0,0
1/17/2020,0,0,0,0,0,0,0,0,89.68,80.66,73.06,67.41,64.26,64,66.66,71.91,79.21,88,0,0,0,0,0,0
1/18/2020,0,0,0,0,0,0,0,0,89.58,80.55,72.92,67.25,64.07,63.79,66.45,71.7,79,87.8,0,0,0,0,0,0
1/19/2020,0,0,0,0,0,0,0,0,89.48,80.43,72.78,67.08,63.88,63.58,66.23,71.48,78.79,87.6,0,0,0,0,0,0
1/20/2020,0,0,0,0,0,0,0,0,89.38,80.3,72.63,66.9,63.67,63.36,66,71.25,78.57,87.39,0,0,0,0,0,0
1/21/2020,0,0,0,0,0,0,0,0,89.26,80.17,72.47,66.71,63.47,63.14,65.77,71.03,78.35,87.18,0,0,0,0,0,0
1/22/2020,0,0,0,0,0,0,0,0,89.14,80.03,72.3,66.52,63.25,62.91,65.54,70.8,78.13,86.97,0,0,0,0,0,0
1/23/2020,0,0,0,0,0,0,0,0,89.02,79.88,72.13,66.32,63.03,62.67,65.3,70.56,77.91,86.76,0,0,0,0,0,0
1/24/2020,0,0,0,0,0,0,0,0,88.89,79.73,71.95,66.12,62.8,62.43,65.05,70.32,77.68,86.54,0,0,0,0,0,0
1/25/2020,0,0,0,0,0,0,0,0,88.75,79.57,71.77,65.9,62.57,62.18,64.8,70.08,77.45,86.32,0,0,0,0,0,0
1/26/2020,0,0,0,0,0,0,0,0,88.6,79.4,71.58,65.69,62.33,61.93,64.55,69.83,77.21,86.1,0,0,0,0,0,0
1/27/2020,0,0,0,0,0,0,0,0,88.45,79.23,71.38,65.46,62.08,61.67,64.29,69.58,76.97,85.88,0,0,0,0,0,0
1/28/2020,0,0,0,0,0,0,0,0,88.3,79.05,71.17,65.23,61.83,61.41,64.03,69.33,76.73,85.65,0,0,0,0,0,0
1/29/2020,0,0,0,0,0,0,0,0,88.13,78.87,70.96,65,61.57,61.14,63.76,69.07,76.49,85.42,0,0,0,0,0,0
1/30/2020,0,0,0,0,0,0,0,0,87.96,78.68,70.75,64.76,61.31,60.86,63.49,68.81,76.25,85.19,0,0,0,0,0,0
1/31/2020,0,0,0,0,0,0,0,0,87.79,78.48,70.53,64.51,61.04,60.59,63.21,68.55,76,84.96,0,0,0,0,0,0
2/1/2020,0,0,0,0,0,0,0,0,87.61,78.28,70.3,64.25,60.77,60.3,62.93,68.28,75.75,84.73,0,0,0,0,0,0
2/2/2020,0,0,0,0,0,0,0,0,87.42,78.07,70.07,64,60.49,60.01,62.65,68.01,75.5,84.5,0,0,0,0,0,0
2/3/2020,0,0,0,0,0,0,0,0,87.23,77.86,69.83,63.73,60.2,59.72,62.36,67.74,75.24,84.26,0,0,0,0,0,0
2/4/2020,0,0,0,0,0,0,0,0,87.03,77.64,69.58,63.46,59.91,59.42,62.07,67.46,74.99,84.02,0,0,0,0,0,0
2/5/2020,0,0,0,0,0,0,0,0,86.83,77.41,69.33,63.19,59.62,59.12,61.77,67.19,74.73,83.78,0,0,0,0,0,0
2/6/2020,0,0,0,0,0,0,0,0,86.62,77.18,69.08,62.91,59.32,58.81,61.47,66.91,74.47,83.54,0,0,0,0,0,0
2/7/2020,0,0,0,0,0,0,0,0,86.41,76.95,68.82,62.62,59.01,58.5,61.17,66.62,74.21,83.3,0,0,0,0,0,0
2/8/2020,0,0,0,0,0,0,0,0,86.19,76.71,68.55,62.33,58.7,58.19,60.87,66.34,73.95,83.06,0,0,0,0,0,0
2/9/2020,0,0,0,0,0,0,0,0,85.96,76.46,68.28,62.03,58.39,57.87,60.56,66.05,73.69,82.82,0,0,0,0,0,0
2/10/2020,0,0,0,0,0,0,0,0,85.73,76.21,68.01,61.73,58.07,57.55,60.25,65.76,73.42,82.58,0,0,0,0,0,0
2/11/2020,0,0,0,0,0,0,0,0,85.5,75.95,67.73,61.43,57.75,57.22,59.94,65.47,73.15,82.33,0,0,0,0,0,0
2/12/2020,0,0,0,0,0,0,0,0,85.26,75.69,67.44,61.12,57.42,56.89,59.62,65.18,72.89,82.09,0,0,0,0,0,0
2/13/2020,0,0,0,0,0,0,0,0,85.01,75.43,67.15,60.8,57.09,56.56,59.3,64.88,72.62,81.84,0,0,0,0,0,0
2/14/2020,0,0,0,0,0,0,0,0,84.76,75.16,66.86,60.48,56.75,56.22,58.98,64.59,72.35,81.59,0,0,0,0,0,0
2/15/2020,0,0,0,0,0,0,0,0,84.51,74.89,66.56,60.16,56.41,55.88,58.65,64.29,72.08,81.35,0,0,0,0,0,0
2/16/2020,0,0,0,0,0,0,0,0,84.25,74.61,66.25,59.83,56.07,55.54,58.33,63.99,71.81,81.1,0,0,0,0,0,0
2/17/2020,0,0,0,0,0,0,0,0,83.99,74.32,65.95,59.5,55.72,55.19,58,63.69,71.54,80.85,0,0,0,0,0,0
2/18/2020,0,0,0,0,0,0,0,0,83.72,74.04,65.64,59.17,55.37,54.84,57.67,63.39,71.26,80.61,0,0,0,0,0,0
2/19/2020,0,0,0,0,0,0,0,0,83.45,73.75,65.32,58.83,55.02,54.49,57.34,63.09,70.99,80.36,90.64,0,0,0,0,0
2/20/2020,0,0,0,0,0,0,0,0,83.18,73.45,65,58.49,54.66,54.14,57.01,62.78,70.72,80.11,90.41,0,0,0,0,0
2/21/2020,0,0,0,0,0,0,0,0,82.9,73.15,64.68,58.14,54.3,53.78,56.67,62.48,70.45,79.86,90.18,0,0,0,0,0
2/22/2020,0,0,0,0,0,0,0,0,82.62,72.85,64.36,57.79,53.94,53.42,56.33,62.17,70.17,79.61,89.95,0,0,0,0,0
2/23/2020,0,0,0,0,0,0,0,0,82.33,72.55,64.03,57.44,53.57,53.06,55.99,61.87,69.9,79.37,89.72,0,0,0,0,0
2/24/2020,0,0,0,0,0,0,0,0,82.04,72.24,63.69,57.08,53.2,52.7,55.65,61.56,69.63,79.12,89.49,0,0,0,0,0
2/25/2020,0,0,0,0,0,0,0,0,81.75,71.93,63.36,56.72,52.83,52.33,55.31,61.26,69.35,78.87,89.26,0,0,0,0,0
2/26/2020,0,0,0,0,0,0,0,0,81.45,71.61,63.02,56.36,52.46,51.96,54.97,60.95,69.08,78.63,89.03,0,0,0,0,0
2/27/2020,0,0,0,0,0,0,0,0,81.15,71.29,62.68,56,52.08,51.59,54.63,60.64,68.81,78.38,88.8,0,0,0,0,0
2/28/2020,0,0,0,0,0,0,0,0,80.85,70.97,62.33,55.63,51.7,51.22,54.29,60.33,68.53,78.13,88.57,0,0,0,0,0
2/29/2020,0,0,0,0,0,0,0,0,80.55,70.65,61.99,55.26,51.32,50.85,53.94,60.03,68.26,77.89,88.34,0,0,0,0,0
3/1/2020,0,0,0,0,0,0,0,0,80.24,70.32,61.64,54.89,50.93,50.47,53.6,59.72,67.99,77.64,88.12,0,0,0,0,0
3/2/2020,0,0,0,0,0,0,0,90.56,79.93,70,61.29,54.52,50.55,50.1,53.25,59.41,67.72,77.4,87.89,0,0,0,0,0
3/3/2020,0,0,0,0,0,0,0,90.26,79.62,69.66,60.93,54.14,50.16,49.72,52.9,59.1,67.44,77.15,87.66,0,0,0,0,0
3/4/2020,0,0,0,0,0,0,0,89.96,79.3,69.33,60.58,53.76,49.77,49.34,52.56,58.8,67.17,76.91,87.43,0,0,0,0,0
3/5/2020,0,0,0,0,0,0,0,89.65,78.98,69,60.22,53.38,49.38,48.96,52.21,58.49,66.9,76.67,87.21,0,0,0,0,0
3/6/2020,0,0,0,0,0,0,0,89.34,78.67,68.66,59.86,53,48.99,48.58,51.86,58.19,66.63,76.42,86.98,0,0,0,0,0
3/7/2020,0,0,0,0,0,0,0,89.03,78.35,68.32,59.5,52.61,48.59,48.2,51.52,57.88,66.37,76.18,86.76,0,0,0,0,0
3/8/2020,0,0,0,0,0,0,0,88.72,78.02,67.98,59.13,52.23,48.2,47.82,51.17,57.58,66.1,75.94,86.53,0,0,0,0,0
3/9/2020,0,0,0,0,0,0,0,88.41,77.7,67.64,58.77,51.84,47.8,47.43,50.82,57.27,65.83,75.7,86.31,0,0,0,0,0
3/10/2020,0,0,0,0,0,0,0,88.09,77.37,67.3,58.4,51.46,47.4,47.05,50.47,56.97,65.57,75.46,86.08,0,0,0,0,0
3/11/2020,0,0,0,0,0,0,0,87.77,77.05,66.95,58.04,51.07,47.01,46.67,50.13,56.67,65.3,75.22,85.86,0,0,0,0,0
3/12/2020,0,0,0,0,0,0,0,87.46,76.72,66.61,57.67,50.68,46.61,46.28,49.78,56.36,65.04,74.99,85.64,0,0,0,0,0
3/13/2020,0,0,0,0,0,0,0,87.14,76.39,66.26,57.3,50.29,46.21,45.9,49.44,56.06,64.77,74.75,85.42,0,0,0,0,0
3/14/2020,0,0,0,0,0,0,0,86.81,76.06,65.92,56.93,49.89,45.81,45.51,49.09,55.76,64.51,74.52,85.2,0,0,0,0,0
3/15/2020,0,0,0,0,0,0,0,86.49,75.73,65.57,56.56,49.5,45.4,45.13,48.75,55.46,64.25,74.28,84.97,0,0,0,0,0
3/16/2020,0,0,0,0,0,0,0,86.17,75.4,65.22,56.19,49.11,45,44.75,48.4,55.17,63.99,74.05,84.76,0,0,0,0,0
3/17/2020,0,0,0,0,0,0,0,85.85,75.06,64.87,55.82,48.72,44.6,44.36,48.06,54.87,63.73,73.82,84.54,0,0,0,0,0
3/18/2020,0,0,0,0,0,0,0,85.52,74.73,64.52,55.45,48.32,44.2,43.98,47.72,54.58,63.48,73.58,84.32,0,0,0,0,0
3/19/2020,0,0,0,0,0,0,0,85.2,74.4,64.18,55.08,47.93,43.8,43.6,47.38,54.28,63.22,73.35,84.1,0,0,0,0,0
3/20/2020,0,0,0,0,0,0,0,84.87,74.07,63.83,54.71,47.54,43.4,43.21,47.04,53.99,62.97,73.12,83.88,0,0,0,0,0
3/21/2020,0,0,0,0,0,0,0,84.55,73.74,63.48,54.34,47.15,42.99,42.83,46.7,53.7,62.72,72.9,83.67,0,0,0,0,0
3/22/2020,0,0,0,0,0,0,0,84.23,73.4,63.13,53.97,46.75,42.59,42.45,46.36,53.41,62.46,72.67,83.45,0,0,0,0,0
3/23/2020,0,0,0,0,0,0,0,83.9,73.07,62.79,53.6,46.36,42.19,42.07,46.03,53.12,62.21,72.44,83.24,0,0,0,0,0
3/24/2020,0,0,0,0,0,0,0,83.58,72.74,62.44,53.23,45.97,41.79,41.69,45.69,52.84,61.97,72.22,83.02,0,0,0,0,0
3/25/2020,0,0,0,0,0,0,0,83.25,72.41,62.09,52.87,45.58,41.39,41.31,45.36,52.55,61.72,72,82.81,0,0,0,0,0
3/26/2020,0,0,0,0,0,0,0,82.93,72.08,61.75,52.5,45.19,40.99,40.93,45.03,52.27,61.47,71.77,82.6,0,0,0,0,0
3/27/2020,0,0,0,0,0,0,0,82.61,71.75,61.41,52.13,44.8,40.59,40.56,44.7,51.99,61.23,71.55,82.39,0,0,0,0,0
3/28/2020,0,0,0,0,0,0,0,82.29,71.42,61.06,51.77,44.41,40.2,40.18,44.37,51.71,60.99,71.33,82.17,0,0,0,0,0
3/29/2020,0,0,0,0,0,0,0,81.97,71.1,60.72,51.41,44.03,39.8,39.81,44.05,51.43,60.75,71.11,81.96,0,0,0,0,0
3/30/2020,0,0,0,0,0,0,0,81.65,70.77,60.38,51.05,43.64,39.41,39.44,43.72,51.16,60.51,70.9,81.76,0,0,0,0,0
3/31/2020,0,0,0,0,0,0,0,81.33,70.45,60.05,50.69,43.26,39.01,39.07,43.4,50.88,60.27,70.68,81.55,0,0,0,0,0
4/1/2020,0,0,0,0,0,0,0,81.01,70.13,59.71,50.33,42.87,38.62,38.7,43.08,50.61,60.03,70.46,81.34,0,0,0,0,0
4/2/2020,0,0,0,0,0,0,0,80.7,69.81,59.38,49.97,42.49,38.23,38.33,42.76,50.34,59.8,70.25,81.13,0,0,0,0,0
4/3/2020,0,0,0,0,0,0,0,80.39,69.49,59.04,49.62,42.12,37.84,37.97,42.45,50.08,59.57,70.04,80.93,0,0,0,0,0
4/4/2020,0,0,0,0,0,0,0,80.07,69.17,58.71,49.27,41.74,37.46,37.6,42.13,49.81,59.34,69.83,80.72,0,0,0,0,0
4/5/2020,0,0,0,0,0,0,90.7,79.76,68.86,58.39,48.92,41.36,37.07,37.24,41.82,49.55,59.11,69.62,80.52,0,0,0,0,0
4/6/2020,0,0,0,0,0,0,90.39,79.46,68.55,58.06,48.57,40.99,36.69,36.88,41.51,49.29,58.88,69.41,80.31,0,0,0,0,0
4/7/2020,0,0,0,0,0,0,90.08,79.15,68.24,57.74,48.22,40.62,36.31,36.53,41.2,49.03,58.65,69.2,80.11,0,0,0,0,0
4/8/2020,0,0,0,0,0,0,89.78,78.85,67.93,57.42,47.88,40.25,35.93,36.17,40.9,48.77,58.43,68.99,79.91,90.79,0,0,0,0
4/9/2020,0,0,0,0,0,0,89.47,78.55,67.63,57.1,47.54,39.89,35.55,35.82,40.6,48.51,58.21,68.79,79.71,90.59,0,0,0,0
4/10/2020,0,0,0,0,0,0,89.17,78.25,67.32,56.79,47.21,39.53,35.18,35.47,40.3,48.26,57.99,68.58,79.51,90.38,0,0,0,0
4/11/2020,0,0,0,0,0,0,88.87,77.96,67.03,56.47,46.87,39.17,34.8,35.12,40,48.01,57.77,68.38,79.31,90.17,0,0,0,0
4/12/2020,0,0,0,0,0,0,88.57,77.66,66.73,56.17,46.54,38.81,34.43,34.77,39.7,47.76,57.55,68.18,79.11,89.97,0,0,0,0
4/13/2020,0,0,0,0,0,0,88.28,77.37,66.44,55.86,46.22,38.46,34.07,34.43,39.41,47.52,57.34,67.98,78.92,89.76,0,0,0,0
4/14/2020,0,0,0,0,0,0,87.99,77.09,66.15,55.56,45.89,38.11,33.7,34.09,39.12,47.27,57.12,67.78,78.72,89.56,0,0,0,0
4/15/2020,0,0,0,0,0,0,87.7,76.81,65.86,55.26,45.57,37.76,33.34,33.75,38.83,47.03,56.91,67.58,78.53,89.36,0,0,0,0
4/16/2020,0,0,0,0,0,0,87.42,76.53,65.58,54.97,45.26,37.42,32.98,33.42,38.55,46.79,56.7,67.39,78.33,89.15,0,0,0,0
4/17/2020,0,0,0,0,0,0,87.13,76.25,65.3,54.68,44.94,37.08,32.63,33.09,38.27,46.56,56.49,67.19,78.14,88.95,0,0,0,0
4/18/2020,0,0,0,0,0,0,86.86,75.98,65.02,54.39,44.64,36.74,32.28,32.76,37.99,46.32,56.29,67,77.95,88.75,0,0,0,0
4/19/2020,0,0,0,0,0,0,86.58,75.71,64.75,54.11,44.33,36.41,31.93,32.43,37.71,46.09,56.08,66.81,77.76,88.55,0,0,0,0
4/20/2020,0,0,0,0,0,0,86.31,75.44,64.49,53.83,44.03,36.08,31.58,32.11,37.44,45.86,55.88,66.62,77.57,88.35,0,0,0,0
4/21/2020,0,0,0,0,0,0,86.04,75.18,64.22,53.55,43.74,35.76,31.24,31.79,37.17,45.63,55.68,66.43,77.38,88.15,0,0,0,0
4/22/2020,0,0,0,0,0,0,85.78,74.92,63.96,53.28,43.44,35.44,30.9,31.48,36.9,45.41,55.48,66.24,77.19,87.96,0,0,0,0
4/23/2020,0,0,0,0,0,0,85.52,74.67,63.71,53.02,43.16,35.12,30.57,31.16,36.64,45.19,55.28,66.05,77,87.76,0,0,0,0
4/24/2020,0,0,0,0,0,0,85.26,74.42,63.46,52.76,42.87,34.81,30.24,30.85,36.38,44.97,55.09,65.87,76.82,87.56,0,0,0,0
4/25/2020,0,0,0,0,0,0,85.01,74.17,63.21,52.5,42.6,34.5,29.91,30.55,36.12,44.75,54.89,65.69,76.63,87.37,0,0,0,0
4/26/2020,0,0,0,0,0,0,84.76,73.93,62.97,52.25,42.32,34.2,29.59,30.25,35.86,44.53,54.7,65.5,76.45,87.18,0,0,0,0
4/27/2020,0,0,0,0,0,0,84.52,73.69,62.73,52,42.06,33.9,29.27,29.95,35.61,44.32,54.51,65.32,76.27,86.99,0,0,0,0
4/28/2020,0,0,0,0,0,0,84.28,73.46,62.49,51.76,41.79,33.61,28.96,29.65,35.36,44.11,54.32,65.14,76.09,86.79,0,0,0,0
4/29/2020,0,0,0,0,0,0,84.04,73.23,62.27,51.52,41.53,33.32,28.65,29.36,35.12,43.9,54.14,64.97,75.91,86.61,0,0,0,0
4/30/2020,0,0,0,0,0,0,83.81,73.01,62.04,51.28,41.28,33.03,28.34,29.07,34.87,43.7,53.95,64.79,75.73,86.42,0,0,0,0
5/1/2020,0,0,0,0,0,0,83.58,72.79,61.82,51.06,41.03,32.76,28.04,28.79,34.63,43.49,53.77,64.62,75.55,86.23,0,0,0,0
5/2/2020,0,0,0,0,0,0,83.36,72.57,61.61,50.83,40.79,32.48,27.74,28.51,34.4,43.29,53.59,64.44,75.37,86.04,0,0,0,0
5/3/2020,0,0,0,0,0,0,83.14,72.36,61.4,50.62,40.55,32.21,27.45,28.23,34.16,43.09,53.41,64.27,75.2,85.86,0,0,0,0
5/4/2020,0,0,0,0,0,0,82.93,72.16,61.19,50.4,40.32,31.95,27.16,27.96,33.93,42.9,53.23,64.1,75.03,85.68,0,0,0,0
5/5/2020,0,0,0,0,0,0,82.72,71.96,60.99,50.2,40.09,31.69,26.88,27.69,33.71,42.71,53.06,63.93,74.86,85.5,0,0,0,0
5/6/2020,0,0,0,0,0,0,82.52,71.76,60.8,49.99,39.87,31.44,26.6,27.43,33.48,42.52,52.89,63.77,74.69,85.32,0,0,0,0
5/7/2020,0,0,0,0,0,0,82.32,71.57,60.61,49.8,39.66,31.2,26.33,27.17,33.27,42.33,52.72,63.6,74.52,85.14,0,0,0,0
5/8/2020,0,0,0,0,0,0,82.13,71.39,60.43,49.61,39.45,30.96,26.06,26.91,33.05,42.14,52.55,63.44,74.35,84.96,0,0,0,0
5/9/2020,0,0,0,0,0,0,81.94,71.21,60.25,49.42,39.24,30.72,25.8,26.66,32.84,41.96,52.38,63.28,74.19,84.79,0,0,0,0
5/10/2020,0,0,0,0,0,0,81.76,71.03,60.07,49.24,39.05,30.49,25.54,26.41,32.63,41.78,52.22,63.12,74.02,84.61,0,0,0,0
5/11/2020,0,0,0,0,0,0,81.58,70.86,59.91,49.07,38.85,30.27,25.29,26.17,32.42,41.6,52.06,62.96,73.86,84.44,0,0,0,0
5/12/2020,0,0,0,0,0,0,81.41,70.7,59.74,48.9,38.67,30.05,25.04,25.93,32.22,41.43,51.9,62.8,73.7,84.27,0,0,0,0
5/13/2020,0,0,0,0,0,0,81.24,70.54,59.59,48.73,38.49,29.84,24.8,25.7,32.02,41.26,51.74,62.65,73.55,84.11,0,0,0,0
5/14/2020,0,0,0,0,0,0,81.08,70.38,59.44,48.58,38.31,29.64,24.57,25.47,31.82,41.09,51.58,62.49,73.39,83.94,0,0,0,0
5/15/2020,0,0,0,0,0,0,80.93,70.23,59.29,48.42,38.15,29.44,24.34,25.24,31.63,40.92,51.43,62.34,73.24,83.78,0,0,0,0
5/16/2020,0,0,0,0,0,0,80.77,70.09,59.15,48.28,37.98,29.25,24.11,25.02,31.44,40.76,51.28,62.2,73.08,83.62,0,0,0,0
5/17/2020,0,0,0,0,0,90.73,80.63,69.95,59.01,48.14,37.83,29.06,23.9,24.81,31.26,40.6,51.13,62.05,72.93,83.46,0,0,0,0
5/18/2020,0,0,0,0,0,90.58,80.49,69.82,58.88,48,37.68,28.88,23.68,24.6,31.08,40.44,50.98,61.91,72.79,83.31,0,0,0,0
5/19/2020,0,0,0,0,0,90.43,80.35,69.69,58.76,47.87,37.53,28.71,23.48,24.39,30.9,40.28,50.84,61.76,72.64,83.15,0,0,0,0
5/20/2020,0,0,0,0,0,90.29,80.22,69.57,58.64,47.75,37.39,28.54,23.28,24.19,30.72,40.13,50.69,61.62,72.5,83,0,0,0,0
5/21/2020,0,0,0,0,0,90.15,80.1,69.46,58.53,47.63,37.26,28.38,23.08,24,30.55,39.98,50.55,61.49,72.35,82.85,0,0,0,0
5/22/2020,0,0,0,0,0,90.02,79.98,69.35,58.42,47.52,37.14,28.23,22.89,23.8,30.39,39.83,50.42,61.35,72.22,82.71,0,0,0,0
5/23/2020,0,0,0,0,0,89.9,79.87,69.24,58.31,47.41,37.02,28.08,22.71,23.62,30.22,39.69,50.28,61.22,72.08,82.56,0,0,0,0
5/24/2020,0,0,0,0,0,89.78,79.76,69.14,58.22,47.31,36.9,27.94,22.54,23.44,30.07,39.55,50.15,61.09,71.95,82.42,0,0,0,0
5/25/2020,0,0,0,0,0,89.66,79.66,69.05,58.13,47.22,36.79,27.8,22.37,23.26,29.91,39.41,50.02,60.96,71.81,82.28,0,0,0,0
5/26/2020,0,0,0,0,0,89.55,79.56,68.96,58.04,47.13,36.69,27.68,22.21,23.09,29.76,39.28,49.89,60.83,71.69,82.15,0,0,0,0
5/27/2020,0,0,0,0,0,89.45,79.47,68.87,57.96,47.05,36.6,27.56,22.05,22.93,29.61,39.15,49.77,60.71,71.56,82.02,0,0,0,0
5/28/2020,0,0,0,0,0,89.36,79.38,68.79,57.88,46.97,36.51,27.44,21.9,22.77,29.47,39.02,49.65,60.59,71.44,81.89,0,0,0,0
5/29/2020,0,0,0,0,0,89.26,79.3,68.72,57.81,46.89,36.42,27.33,21.76,22.62,29.33,38.89,49.53,60.47,71.32,81.76,0,0,0,0
5/30/2020,0,0,0,0,0,89.18,79.23,68.65,57.75,46.83,36.34,27.23,21.62,22.47,29.2,38.77,49.41,60.35,71.2,81.64,0,0,0,0
5/31/2020,0,0,0,0,0,89.1,79.16,68.59,57.69,46.77,36.27,27.13,21.49,22.32,29.07,38.65,49.3,60.24,71.08,81.52,0,0,0,0
6/1/2020,0,0,0,0,0,89.03,79.1,68.53,57.64,46.71,36.21,27.05,21.37,22.19,28.94,38.54,49.19,60.13,70.97,81.4,0,0,0,0
6/2/2020,0,0,0,0,0,88.96,79.04,68.48,57.59,46.66,36.15,26.96,21.25,22.06,28.82,38.42,49.08,60.03,70.86,81.29,0,0,0,0
6/3/2020,0,0,0,0,0,88.9,78.98,68.44,57.54,46.61,36.09,26.89,21.14,21.93,28.7,38.32,48.98,59.92,70.76,81.18,0,0,0,0
6/4/2020,0,0,0,0,0,88.84,78.94,68.4,57.51,46.57,36.04,26.82,21.04,21.81,28.59,38.21,48.88,59.82,70.65,81.08,90.79,0,0,0
6/5/2020,0,0,0,0,0,88.79,78.89,68.36,57.47,46.54,36,26.75,20.95,21.7,28.48,38.11,48.78,59.73,70.56,80.97,90.68,0,0,0
6/6/2020,0,0,0,0,0,88.74,78.86,68.33,57.44,46.51,35.96,26.7,20.86,21.59,28.38,38.01,48.68,59.63,70.46,80.88,90.58,0,0,0
6/7/2020,0,0,0,0,0,88.7,78.83,68.3,57.42,46.49,35.93,26.65,20.78,21.49,28.28,37.92,48.59,59.54,70.37,80.78,90.48,0,0,0
6/8/2020,0,0,0,0,0,88.67,78.8,68.28,57.4,46.47,35.9,26.6,20.7,21.39,28.18,37.83,48.5,59.45,70.28,80.69,90.39,0,0,0
6/9/2020,0,0,0,0,0,88.64,78.78,68.27,57.39,46.45,35.88,26.56,20.63,21.3,28.09,37.74,48.42,59.37,70.19,80.61,90.3,0,0,0
6/10/2020,0,0,0,0,0,88.61,78.76,68.25,57.38,46.44,35.87,26.53,20.57,21.22,28,37.66,48.34,59.29,70.11,80.52,90.22,0,0,0
6/11/2020,0,0,0,0,0,88.6,78.75,68.25,57.38,46.44,35.86,26.51,20.52,21.14,27.92,37.58,48.26,59.21,70.04,80.44,90.14,0,0,0
6/12/2020,0,0,0,0,0,88.58,78.75,68.25,57.38,46.44,35.85,26.49,20.47,21.07,27.85,37.5,48.19,59.14,69.96,80.37,90.06,0,0,0
6/13/2020,0,0,0,0,0,88.58,78.74,68.25,57.38,46.44,35.85,26.47,20.43,21,27.78,37.43,48.12,59.07,69.89,80.3,89.99,0,0,0
6/14/2020,0,0,0,0,0,88.57,78.75,68.26,57.39,46.45,35.85,26.46,20.4,20.94,27.71,37.37,48.05,59,69.83,80.23,89.93,0,0,0
6/15/2020,0,0,0,0,0,88.58,78.76,68.27,57.41,46.47,35.86,26.46,20.37,20.89,27.65,37.31,47.99,58.94,69.76,80.17,89.87,0,0,0
6/16/2020,0,0,0,0,0,88.59,78.77,68.29,57.43,46.48,35.88,26.47,20.35,20.85,27.59,37.25,47.93,58.88,69.71,80.12,89.81,0,0,0
6/17/2020,0,0,0,0,0,88.6,78.79,68.31,57.45,46.51,35.9,26.48,20.34,20.81,27.54,37.19,47.88,58.83,69.65,80.06,89.76,0,0,0
6/18/2020,0,0,0,0,0,88.62,78.81,68.34,57.48,46.54,35.92,26.49,20.33,20.78,27.5,37.14,47.83,58.78,69.6,80.02,89.72,0,0,0
6/19/2020,0,0,0,0,0,88.64,78.84,68.37,57.51,46.57,35.95,26.51,20.33,20.75,27.46,37.1,47.78,58.73,69.56,79.97,89.68,0,0,0
6/20/2020,0,0,0,0,0,88.67,78.87,68.4,57.55,46.6,35.99,26.54,20.34,20.73,27.42,37.06,47.74,58.69,69.52,79.93,89.64,0,0,0
